,wagnum,model,rod_id,gruz,cnsi_gruz_capacity,cnsi_volumek,tara,date_build,srok_sl,zavod_build,date_iskl,cnsi_probeg_dr,cnsi_probeg_kr,kuzov,telega,tormoz,tipvozd,tippogl,norma_km
29524,6688,11-280,0,680,680,138.0,260,808704000,1699747200,1,1,110,160,2,9,2,1,3,160000
29526,6468,11-276,0,680,680,122.0,260,736992000,1706832000,1,1,110,160,2,9,3,1,2,0
29598,6702,11-280,0,680,680,138.0,260,718243200,1751155200,1,1,110,160,2,9,3,4,11,160000
30334,80,11-280,0,680,680,138.0,260,748051200,1771113600,1,1,110,160,2,9,2,1,2,0
15264,6573,11-280,0,680,680,138.0,260,744249600,1769472000,1,1,110,160,2,9,2,1,11,160000
0,25535,12-132-03,1,695,695,88.0,242,1325635200,2050531200,0,1,110,160,22,2,2,7,11,160000
1,23261,12-132,1,695,695,88.0,242,1260316800,1951948800,0,1,110,160,2,9,2,7,11,160000
2,12448,12-132-03,1,695,695,88.0,240,1242259200,2011305600,0,1,110,160,22,2,2,7,11,160000
3,5451,11-276,0,680,680,122.0,260,787449600,1739664000,1,1,110,160,2,9,3,1,2,160000
4,30996,12-132,1,695,695,88.0,239,1354665600,2029708800,0,1,110,160,2,9,2,7,11,160000
5,6642,11-280,0,680,680,138.0,260,740620800,1785456000,1,1,110,160,2,9,2,1,11,160000
6,6755,11-280,0,680,680,138.0,260,719884800,1831766400,1,1,110,160,2,9,2,1,1,160000
7,6864,11-1807,0,672,672,138.0,260,1222473600,2213222400,17,1,110,160,2,9,2,1,11,160000
8,7007,11-280,0,680,680,138.0,260,820627200,1806451200,1,1,110,160,2,9,2,1,2,160000
9,7085,11-1807,0,672,672,138.0,265,1258156800,2188166400,17,1,110,160,2,9,3,1,11,160000
10,7145,11-1807,0,672,672,138.0,265,1228608000,2200694400,17,1,110,160,2,9,3,1,11,160000
11,7469,11-286,0,670,670,138.0,270,791164800,1757980800,1,1,110,160,2,9,2,1,1,160000
12,7492,11-286,0,670,670,138.0,270,748742400,1861747200,1,1,110,160,2,9,2,1,1,160000
13,7574,11-286,0,670,670,138.0,270,765763200,1813276800,1,1,110,160,2,9,2,1,2,160000
14,7578,11-286,0,670,670,138.0,270,810172800,1874620800,1,1,110,160,2,9,2,1,2,160000
15,7646,11-286,0,670,670,138.0,270,754790400,1814227200,1,1,110,160,2,9,2,1,11,160000
16,10507,12-132-03,1,695,695,88.0,242,1249516800,1974672000,0,1,110,160,22,2,2,7,11,160000
17,10531,12-132-03,1,695,695,88.0,242,1215388800,2006035200,0,1,110,160,22,2,2,7,11,160000
18,10612,12-132,1,700,700,88.0,240,1067644800,1769299200,0,1,110,160,2,9,2,4,11,160000
19,10931,12-132,1,700,700,88.0,240,1120262400,1770076800,0,1,110,160,2,9,3,4,11,160000
20,10967,12-132,1,700,700,88.0,240,1127520000,1783036800,0,1,110,160,2,9,2,1,11,160000
21,11109,12-132,1,700,700,88.0,240,1055894400,1784937600,0,1,110,160,2,9,2,1,11,160000
22,11265,12-600-02,1,706,706,77.0,230,759801600,1737676800,21,1,160,160,2,9,2,4,11,160000
23,11758,12-132,1,700,700,88.0,240,1014163200,1752883200,0,1,110,160,2,9,2,3,11,110000
24,11869,12-600-05,1,693,693,88.0,240,769305600,1851811200,11,1,160,160,2,9,2,8,11,160000
25,14737,12-132,1,700,700,88.0,240,1046217600,1802131200,0,1,110,160,2,9,2,1,11,160000
26,14769,12-132,1,700,700,88.0,240,1036540800,1728518400,0,1,110,160,2,9,2,1,11,160000
27,14866,12-132,1,700,700,88.0,240,1073001600,1769731200,0,1,110,160,2,9,3,1,11,160000
28,15264,12-132,1,700,700,88.0,240,1099267200,1802822400,0,1,110,160,2,9,2,1,5,160000
29,15345,12-132,1,700,700,88.0,240,1101254400,1780444800,0,1,110,160,2,9,2,1,4,160000
30,15372,12-132,1,700,700,88.0,240,1130544000,1801526400,0,1,110,160,2,9,2,1,2,160000
31,15646,12-132,1,700,700,88.0,240,1085702400,1810425600,0,1,110,160,2,9,2,1,4,160000
32,15763,12-783,1,700,700,78.0,231,1275868800,2059862400,2,1,160,160,2,9,3,7,12,160000
33,15919,11-1807-01,0,667,667,165.0,267,1271030400,2343772800,17,1,110,160,2,9,2,7,11,160000
34,16316,11-1807-01,0,667,667,165.0,271,1310083200,2259532800,9,1,110,160,2,9,2,4,13,160000
35,18132,12-132,1,695,695,88.0,243,1295913600,1966204800,0,1,110,160,2,9,2,7,11,160000
36,18343,11-1807-01,0,667,667,165.0,270,1281139200,2314828800,17,1,110,160,2,9,2,7,12,160000
37,18411,11-1807-01,0,667,667,165.0,270,1358553600,2287785600,17,1,110,160,2,9,2,7,16,160000
38,18743,11-280,0,680,680,138.0,260,1032048000,2097792000,1,1,110,160,2,9,2,4,11,160000
39,19457,11-286,0,670,670,138.0,270,748656000,1803513600,1,1,110,160,2,9,3,4,2,160000
40,19486,11-286,0,670,670,138.0,270,786326400,1822608000,1,1,110,160,2,9,3,1,1,160000
41,19551,11-286,0,670,670,138.0,270,765763200,1853712000,1,1,110,160,2,9,2,6,12,160000
42,20074,12-783,1,700,700,76.0,232,1208995200,1913328000,2,1,160,160,2,9,3,1,11,160000
43,20157,11-1807-01,0,667,667,165.0,271,1189987200,2250547200,17,1,110,160,2,9,2,7,13,160000
44,20381,12-132-03,1,695,695,88.0,243,1233878400,1992211200,0,1,110,160,22,2,2,7,11,160000
45,17574,12-132,1,695,695,88.0,243,1349049600,2007244800,0,1,110,160,2,9,2,7,11,160000
46,20455,12-132-03,1,695,695,88.0,240,1284595200,1966809600,0,1,110,160,22,2,2,7,11,160000
47,20516,12-132-03,1,695,695,88.0,240,1267142400,2028153600,0,1,110,160,22,2,2,4,11,160000
48,17426,12-132,1,695,695,88.0,241,1236816000,1976745600,0,1,110,160,2,9,2,7,11,160000
49,31845,12-196-02,1,750,750,94.0,249,1531872000,2504217600,0,1,350,500,43,11,2,7,11,350000
50,10296,12-132-03,1,695,695,88.0,242,1235433600,2010960000,0,1,110,160,22,2,2,7,11,160000
51,27124,12-132-03,1,695,695,88.0,243,1299542400,2006812800,0,1,110,160,22,2,3,7,11,160000
52,15416,12-132,1,700,700,88.0,240,1108166400,1775260800,0,1,110,160,2,9,2,1,11,160000
53,15622,12-132,1,700,700,88.0,240,1068508800,1774137600,0,1,110,160,2,9,3,1,12,160000
54,15870,11-280,0,680,680,138.0,258,1264377600,2254867200,1,1,110,160,2,9,2,1,19,160000
55,20419,12-132-03,1,695,695,88.0,243,1269561600,2026512000,0,1,110,160,22,2,2,7,11,160000
56,30440,12-132,1,695,695,88.0,240,1339804800,1985817600,0,1,110,160,2,9,2,7,11,160000
57,5802,11-276,0,680,680,122.0,260,773539200,1831161600,1,1,110,160,2,9,3,1,1,160000
58,18106,12-132,1,695,695,88.0,241,1342224000,1990656000,0,1,110,160,2,9,2,7,11,160000
59,18109,12-132,1,695,695,88.0,242,1291248000,2019254400,0,1,110,160,2,9,2,7,11,160000
60,21555,12-783,1,700,700,76.0,235,1127347200,1838419200,2,1,160,160,2,9,3,6,11,160000
61,22300,12-132,1,695,695,88.0,241,1287619200,1993161600,0,1,110,160,2,9,2,7,11,160000
62,32076,12-132,1,695,695,88.0,240,1364947200,2005257600,0,1,110,160,2,9,2,7,11,160000
63,19255,11-286,0,670,670,138.0,262,741571200,1802044800,1,1,110,160,2,9,3,4,11,160000
64,32132,12-132,1,695,695,88.0,240,1390867200,2122329600,0,1,110,160,2,9,3,7,11,160000
65,23484,12-132,1,695,695,88.0,243,1308268800,1986854400,0,1,110,160,2,9,2,7,11,160000
66,23926,12-132,1,695,695,88.0,242,1324080000,1996444800,0,1,110,160,2,9,2,7,11,160000
67,27538,12-132,1,695,695,88.0,240,1341619200,1985904000,0,1,110,160,2,9,2,7,11,160000
68,7723,11-286,0,670,670,138.0,270,809913600,1843344000,1,1,110,160,2,9,2,1,2,160000
69,8541,11-286,0,670,670,138.0,270,767059200,1812240000,1,1,110,160,2,9,2,1,11,160000
70,8717,11-286,0,670,670,138.0,270,807408000,1802131200,1,1,110,160,2,9,2,1,11,160000
71,9674,11-286,0,670,670,138.0,270,836179200,1812067200,1,1,110,160,2,9,3,1,11,160000
72,9766,11-286,0,670,670,138.0,270,855360000,1849132800,1,1,110,160,2,9,2,1,2,160000
73,9838,11-286,0,670,670,138.0,270,785635200,1771200000,1,1,110,160,2,9,2,1,11,160000
74,11575,12-9790,1,700,700,78.0,240,1297123200,1917648000,18,1,110,160,2,9,3,4,11,160000
75,11622,12-9790,1,700,700,78.0,240,1247616000,1919376000,18,1,110,160,2,9,2,4,11,160000
76,15736,12-132,1,700,700,88.0,240,1153785600,1759104000,0,1,110,160,2,9,2,1,11,160000
77,16376,11-1807-01,0,667,667,165.0,271,1227657600,2272838400,17,1,110,160,2,9,2,7,11,160000
78,16848,12-7023-02,1,703,703,90.0,237,1348704000,1993420800,2,1,160,160,2,9,2,7,12,160000
79,31616,12-132,1,695,695,88.0,239,1334275200,2082412800,0,1,110,160,2,9,2,7,11,160000
80,26746,12-132,1,695,695,88.0,243,1347235200,2019945600,0,1,110,160,2,9,3,7,11,160000
81,32060,12-132,1,695,695,88.0,240,1364083200,2066947200,0,1,110,160,2,9,2,7,11,160000
82,5652,11-276,0,680,680,122.0,260,817516800,1755129600,1,1,110,160,2,9,3,1,1,160000
83,22351,12-132,1,695,695,88.0,241,1309046400,1979337600,0,1,110,160,2,9,3,7,11,160000
84,23437,12-132,1,695,695,88.0,241,1280534400,2035756800,0,1,110,160,2,9,2,7,11,160000
85,21996,12-9837,1,700,700,85.0,240,1331683200,2012256000,14,1,110,160,2,9,2,7,5,160000
86,22301,12-132,1,695,695,88.0,240,1314921600,2029017600,0,1,110,160,2,9,2,7,11,160000
87,20048,12-783,1,700,700,76.0,232,1145750400,1894752000,2,1,160,160,2,9,3,1,11,160000
88,22556,12-1303-01,1,690,690,88.0,245,1316563200,2033856000,6,1,110,160,2,2,3,8,12,160000
89,27200,12-132,1,695,695,88.0,241,1306195200,2037225600,0,1,110,160,2,9,2,7,11,160000
90,27347,12-132,1,695,695,88.0,240,1292457600,2065478400,0,1,110,160,2,9,3,7,11,160000
91,30518,12-7023-02,1,703,703,90.0,234,1297209600,1986422400,2,1,160,160,2,9,2,7,12,160000
92,30520,12-7023-02,1,703,703,90.0,235,1302912000,1971043200,2,1,160,160,2,9,2,7,12,160000
93,19436,11-286,0,670,670,138.0,270,788572800,1802563200,1,1,110,160,2,9,3,1,1,160000
94,19484,11-286,0,670,670,138.0,270,857865600,1795564800,1,1,110,160,2,9,3,1,11,160000
95,20941,12-9788-01,1,710,710,85.0,225,1279497600,1917129600,6,1,110,160,2,2,2,7,11,160000
96,28324,12-132,1,700,700,88.0,235,1072483200,1814745600,0,1,110,160,2,9,2,4,11,160000
97,10186,12-132-03,1,695,695,88.0,242,1241308800,1989360000,0,1,110,160,22,2,2,7,11,160000
98,13656,12-132-03,1,695,695,88.0,243,1188864000,2003529600,0,1,110,160,22,2,2,7,11,160000
99,27997,12-132-03,1,695,695,88.0,242,1209772800,1931385600,0,1,110,160,22,2,2,7,11,160000
100,22619,12-9766,1,695,695,88.0,244,1336176000,2040422400,5,1,110,160,22,9,2,6,12,160000
101,22634,12-9766,1,695,695,88.0,244,1361836800,2029017600,5,1,110,160,22,9,2,6,12,160000
102,6156,11-276,0,680,680,122.0,260,737251200,1828828800,1,1,110,160,2,9,2,4,19,110000
103,10214,12-132-03,1,695,695,88.0,242,1208304000,1953763200,0,1,110,160,22,2,2,7,11,160000
104,33506,12-1303-01,1,690,690,88.0,245,1309564800,2050704000,6,1,110,160,2,2,3,6,11,160000
105,9252,11-286,0,670,670,138.0,270,878774400,1809734400,1,1,110,160,2,9,2,1,2,160000
106,13362,12-132-03,1,695,695,88.0,240,1248739200,2013033600,0,1,110,160,22,2,2,7,11,160000
107,16885,12-7023-02,1,703,703,90.0,236,1300924800,1997481600,2,1,160,160,2,9,2,7,12,160000
108,10014,12-600-05,1,693,693,88.0,240,786326400,1760313600,21,1,160,160,2,9,2,6,11,160000
109,20517,12-132-03,1,695,695,88.0,240,1243814400,2058393600,0,1,110,160,22,2,2,7,11,160000
110,31173,12-132,1,695,695,88.0,239,1369526400,2082412800,0,1,110,160,2,9,2,7,11,160000
111,21354,12-783,1,700,700,76.0,233,1180137600,1883692800,2,1,160,160,2,9,2,4,11,160000
112,22404,12-132,1,695,695,88.0,243,1344470400,2048457600,0,1,110,160,2,9,2,7,11,160000
113,7950,11-286,0,670,670,138.0,270,836352000,1739145600,1,1,110,160,2,9,2,1,2,160000
114,9558,11-286,0,670,670,138.0,270,750643200,1808870400,1,1,110,160,2,9,2,1,2,160000
115,6477,11-276,0,680,680,122.0,260,764726400,1731369600,1,1,110,160,2,9,3,1,1,160000
116,7183,11-286,0,670,670,138.0,270,764208000,1739491200,1,1,110,160,2,9,3,4,11,160000
117,15902,11-1807-01,0,667,667,165.0,267,1267142400,2282428800,17,1,110,160,2,9,2,7,11,160000
118,12040,12-132-03,1,695,695,88.0,238,1250121600,2017612800,0,1,110,160,22,2,2,7,11,160000
119,21857,12-132,1,695,695,88.0,242,1260489600,1983744000,0,1,110,160,2,9,2,7,11,160000
120,28732,12-9788-01,1,710,710,85.0,225,1279152000,1949702400,6,1,110,160,2,2,2,7,11,160000
121,29063,12-295,1,700,700,75.2,238,1086393600,1786060800,1,1,110,160,2,9,2,4,11,160000
122,29534,12-132,1,695,695,88.0,240,1360368000,2091484800,0,1,110,160,2,9,2,7,11,160000
123,7609,11-286,0,670,670,138.0,270,801792000,1864252800,1,1,110,160,2,9,2,1,2,160000
124,11723,12-132,1,700,700,88.0,240,1035158400,1750032000,0,1,110,160,2,9,2,1,11,160000
125,25478,12-132-03,1,695,695,88.0,243,1241395200,1954281600,0,1,110,160,22,2,2,7,11,160000
126,32799,12-132,1,695,695,88.0,240,1372464000,2074464000,0,1,110,160,2,9,2,7,11,160000
127,6042,11-276,0,680,680,122.0,260,776044800,1771459200,1,1,110,160,2,9,3,1,2,160000
128,22781,12-132,1,695,695,88.0,241,1324771200,1994889600,0,1,110,160,2,9,2,7,11,160000
129,23503,12-132,1,695,695,88.0,243,1240617600,1956960000,0,1,110,160,2,9,2,7,11,160000
130,14318,12-132,1,700,700,88.0,240,1055635200,1748217600,0,1,110,160,2,9,3,4,5,160000
131,13281,12-132-03,1,695,695,88.0,243,1233705600,1999814400,0,1,110,160,22,2,2,7,11,160000
132,18403,11-1807-01,0,667,667,165.0,270,1301702400,2275776000,17,1,110,160,2,9,2,7,16,160000
133,18420,11-1807-01,0,667,667,165.0,270,1303257600,2339193600,17,1,110,160,2,9,2,7,16,160000
134,17622,12-132,1,695,695,88.0,243,1329523200,2040854400,0,1,110,160,2,9,3,7,11,160000
135,15200,12-132,1,700,700,88.0,240,1060905600,1828828800,0,1,110,160,2,9,2,1,11,160000
136,10541,12-132-03,1,695,695,88.0,242,1300665600,1978560000,0,1,110,160,22,2,3,7,11,160000
137,7441,11-286,0,670,670,138.0,270,782092800,1767744000,1,1,110,160,2,9,2,1,11,160000
138,8112,11-286,0,670,670,138.0,270,798854400,1841788800,1,1,110,160,2,9,2,1,2,160000
139,20284,12-132-03,1,695,695,88.0,242,1236384000,2019340800,0,1,110,160,22,2,2,7,11,160000
140,20878,12-9788-01,1,710,710,85.0,225,1272758400,2004566400,6,1,110,160,2,2,2,7,11,160000
141,21370,12-783,1,700,700,76.0,235,1132963200,1852329600,2,1,160,160,2,9,2,4,12,160000
142,13516,12-132-03,1,695,695,88.0,241,1306195200,2015712000,0,1,110,160,22,2,2,7,11,160000
143,14309,12-132,1,700,700,88.0,240,1133740800,1732320000,0,1,110,160,2,9,2,4,11,160000
144,15637,12-132,1,700,700,88.0,240,1110844800,1833062400,0,1,110,160,2,9,2,1,2,160000
145,15695,12-132,1,700,700,88.0,240,1130284800,1783987200,0,1,110,160,2,9,2,1,11,160000
146,16368,11-1807-01,0,667,667,165.0,271,1226707200,2280528000,17,1,110,160,2,9,2,7,11,160000
147,16789,12-7023-02,1,703,703,90.0,236,1339718400,1996358400,2,1,160,160,2,9,2,7,12,160000
148,17464,12-132,1,695,695,88.0,241,1285804800,1998691200,0,1,110,160,2,9,2,7,11,160000
149,17688,12-132,1,695,695,88.0,243,1265846400,1952812800,0,1,110,160,2,9,2,7,11,160000
150,7802,11-286,0,670,670,138.0,270,885945600,1896652800,1,1,110,160,2,9,2,1,2,160000
151,6927,11-1807,0,672,672,138.0,260,1218672000,2183760000,17,1,110,160,2,9,2,1,11,160000
152,7234,11-286,0,670,670,138.0,270,824515200,1873152000,1,1,110,160,2,9,3,4,2,160000
153,22647,12-132,1,695,695,88.0,242,1285200000,2048198400,0,1,110,160,2,9,2,7,11,160000
154,22757,12-132,1,695,695,88.0,242,1284163200,2011132800,0,1,110,160,2,9,2,7,11,160000
155,22814,12-132,1,695,695,88.0,240,1265414400,1986336000,0,1,110,160,2,9,2,7,11,160000
156,22832,12-132,1,695,695,88.0,243,1345852800,1972512000,0,1,110,160,2,9,2,7,11,160000
157,22949,12-132,1,695,695,88.0,241,1258070400,1984176000,0,1,110,160,2,9,2,7,11,160000
158,23318,12-132,1,695,695,88.0,241,1235347200,1987977600,0,1,110,160,2,9,2,7,11,160000
159,23456,12-132,1,695,695,88.0,243,1287446400,1968796800,0,1,110,160,2,9,3,7,11,160000
160,23664,12-132,1,695,695,88.0,242,1303084800,2000937600,0,1,110,160,2,9,2,7,11,160000
161,23801,12-132,1,695,695,88.0,243,1327795200,1972339200,0,1,110,160,2,9,2,7,11,160000
162,23833,12-132,1,695,695,88.0,242,1277856000,2009577600,0,1,110,160,2,9,2,7,11,160000
163,25545,12-132-03,1,695,695,88.0,240,1292889600,2007936000,0,1,110,160,22,2,2,7,11,160000
164,25570,12-132-03,1,695,695,88.0,242,1262304000,2007158400,0,1,110,160,22,2,2,7,11,160000
165,27546,12-132,1,695,695,88.0,240,1400716800,1975017600,0,1,110,160,2,9,2,7,11,160000
166,3862,11-1807-01,0,667,667,165.0,272,1439078400,2393280000,17,1,110,160,2,9,2,7,16,160000
167,7927,11-286,0,670,670,138.0,270,818121600,1776384000,1,1,110,160,2,9,2,1,11,160000
168,33010,12-132,1,695,695,88.0,240,1374278400,2081894400,0,1,110,160,2,9,2,7,11,160000
169,26604,12-132,1,695,695,88.0,241,1271894400,1920326400,0,1,110,160,2,9,2,7,11,160000
170,9554,11-286,0,670,670,138.0,270,833068800,1815523200,1,1,110,160,2,9,3,1,1,160000
171,8273,11-286,0,670,670,138.0,270,807148800,1835222400,1,1,110,160,2,9,2,1,11,160000
172,20875,12-9788-01,1,710,710,85.0,225,1243555200,2004652800,6,1,110,160,2,2,2,7,11,160000
173,12679,12-132-03,1,695,695,88.0,243,1241481600,2003702400,0,1,110,160,22,2,2,7,19,160000
174,11024,12-7023-02,1,703,703,90.0,236,1313280000,1953763200,2,1,160,160,2,9,2,7,12,160000
175,23852,12-1704-04,1,700,700,88.0,236,1259625600,1962316800,17,1,110,160,2,9,3,7,11,160000
176,12314,12-132-03,1,695,695,88.0,243,1288569600,1992124800,0,1,110,160,22,2,2,7,11,160000
177,26064,12-132-03,1,695,695,88.0,240,1268179200,1999296000,0,1,110,160,22,2,2,7,11,160000
178,24764,12-132,1,695,695,88.0,241,1323820800,2015712000,0,1,110,160,2,9,2,7,11,160000
179,14179,12-132,1,700,700,88.0,239,1077235200,1760918400,0,1,110,160,2,9,2,1,11,160000
180,32834,12-132,1,695,695,88.0,239,1362960000,2050272000,0,1,110,160,2,9,3,7,11,160000
181,7088,11-1807,0,672,672,138.0,265,1209254400,2238796800,17,1,110,160,2,9,3,1,11,160000
182,32797,12-132,1,695,695,88.0,240,1354060800,2059084800,0,1,110,160,2,9,2,7,11,160000
183,12675,12-132-03,1,695,695,88.0,235,1250985600,1994544000,0,1,110,160,22,2,2,7,11,160000
184,13564,12-132-03,1,695,695,88.0,240,1193961600,2039212800,0,1,110,160,22,2,2,7,11,160000
185,13905,12-132,1,700,700,88.0,240,1146700800,1839542400,0,1,110,160,2,9,2,4,11,160000
186,17429,12-132,1,695,695,88.0,243,1242345600,2015625600,0,1,110,160,2,9,2,7,11,160000
187,21710,12-132,1,695,695,88.0,243,1254009600,1952467200,0,1,110,160,2,9,2,7,11,160000
188,24270,12-132,1,695,695,88.0,241,1288137600,2053209600,0,1,110,160,2,9,2,7,11,160000
189,24272,12-132,1,695,695,88.0,242,1329868800,2043532800,0,1,110,160,2,9,2,7,11,160000
190,24273,12-132,1,695,695,88.0,243,1271808000,2016748800,0,1,110,160,2,9,3,7,11,160000
191,30143,12-132,1,695,695,88.0,240,1401235200,2041372800,0,1,110,160,2,9,2,7,11,160000
192,32519,12-132,1,695,695,88.0,240,1308700800,2120947200,0,1,110,160,2,9,2,7,11,160000
193,32505,12-132,1,695,695,88.0,240,1337817600,2001369600,0,1,110,160,2,9,2,7,11,160000
194,32498,12-132,1,695,695,88.0,240,1367884800,2076019200,0,1,110,160,2,9,2,7,11,160000
195,32497,12-132,1,695,695,88.0,240,1349913600,2069193600,0,1,110,160,2,9,2,7,11,160000
196,24373,12-132,1,695,695,88.0,242,1324944000,2000851200,0,1,110,160,2,9,2,7,11,160000
197,9055,11-286,0,670,670,138.0,270,884217600,1841270400,1,1,110,160,2,9,3,1,2,160000
198,4254,11-2135-01,0,670,670,161.0,268,1411171200,2468016000,1,1,110,160,2,9,2,16,12,160000
199,21683,12-132,1,695,695,88.0,242,1288915200,2024784000,0,1,110,160,2,9,2,7,11,160000
200,24032,12-296-01,1,700,700,83.0,237,1278979200,1969315200,1,1,110,160,2,9,2,6,12,160000
201,19425,11-286,0,670,670,138.0,270,768960000,1781740800,1,1,110,160,2,9,3,1,1,160000
202,26365,12-600-02,1,706,706,77.0,230,823132800,1812153600,21,1,160,160,2,9,2,6,11,160000
203,31652,12-132,1,695,695,88.0,239,1368057600,2011046400,0,1,110,160,2,9,2,7,11,160000
204,31651,12-132,1,695,695,88.0,239,1353196800,2064441600,0,1,110,160,2,9,2,7,11,160000
205,26642,12-132,1,695,695,88.0,243,1271808000,1979337600,0,1,110,160,2,9,3,7,11,160000
206,27960,12-132-03,1,695,695,88.0,243,1240012800,1967673600,0,1,110,160,22,2,2,7,11,160000
207,28010,12-132-03,1,695,695,88.0,242,1212451200,2035411200,0,1,110,160,22,2,2,7,11,160000
208,28207,12-132,1,695,695,88.0,243,1059004800,1806364800,0,1,110,160,2,9,2,4,11,160000
209,28228,12-132,1,700,700,88.0,240,1030060800,1761782400,0,1,110,160,2,9,2,4,11,110000
210,8496,11-286,0,670,670,138.0,262,793238400,1760400000,1,1,110,160,2,9,2,1,11,160000
211,27114,12-132-03,1,695,695,88.0,243,1221436800,2017699200,0,1,110,160,22,2,2,7,11,160000
212,9381,11-286,0,670,670,138.0,270,822182400,1823644800,1,1,110,160,2,9,3,1,12,160000
213,27763,12-9766,1,695,695,88.0,244,1181865600,1907193600,5,1,110,160,22,9,2,1,11,160000
214,21746,12-132,1,695,695,88.0,240,1215648000,1908576000,13,1,110,160,22,9,2,1,11,160000
215,9651,11-286,0,670,670,138.0,270,847843200,1843344000,1,1,110,160,2,9,3,1,1,160000
216,26915,12-132,1,700,700,88.0,240,1096070400,1800748800,0,1,110,160,2,9,3,1,4,160000
217,27487,12-7023-02,1,703,703,90.0,236,1329868800,1999296000,2,1,160,160,2,9,2,7,12,160000
218,8026,11-286,0,670,670,138.0,262,783820800,1814227200,1,1,110,160,2,9,2,1,3,160000
219,13117,12-132-03,1,695,695,88.0,240,1245888000,1980115200,0,1,110,160,22,2,2,7,11,160000
220,17805,11-1807-01,0,667,667,165.0,271,1204675200,2236896000,17,1,110,160,2,9,2,7,11,160000
221,6711,11-280,0,680,680,138.0,260,729734400,1726531200,1,1,110,160,2,9,2,1,2,0
222,19087,11-280,0,680,680,138.0,256,1118188800,2118182400,1,1,110,160,2,9,2,4,18,0
223,19088,11-280,0,680,680,138.0,257,1107993600,2131920000,1,1,110,160,2,9,2,4,11,160000
224,12084,12-132-03,1,695,695,88.0,243,1309219200,2004220800,0,1,110,160,22,2,2,7,11,160000
225,8371,11-286,0,670,670,138.0,270,826070400,1772064000,1,1,110,160,2,9,3,1,1,160000
226,28263,12-132-03,1,695,695,88.0,240,1295568000,1989705600,0,1,110,160,22,2,2,7,11,160000
227,17221,11-1807-01,0,667,667,165.0,271,1247702400,2212012800,9,1,110,160,2,9,2,4,8,160000
228,20570,12-132,1,700,700,88.0,240,1048464000,1781222400,0,1,110,160,2,9,2,1,11,160000
229,17951,11-1807-01,0,667,667,165.0,267,1400371200,2376345600,17,1,110,160,2,9,2,7,12,160000
230,19273,11-286,0,670,670,138.0,270,777168000,1756857600,1,1,110,160,2,9,2,4,13,160000
231,31935,12-132,1,695,695,88.0,240,1362528000,2063404800,0,1,110,160,2,9,2,7,11,160000
232,25317,12-132-03,1,695,695,88.0,243,1270944000,2009750400,0,1,110,160,22,2,2,7,11,160000
233,1902,11-2135-01,0,670,670,161.0,268,1663891200,2662848000,1,1,110,160,2,9,2,19,11,160000
234,1913,11-2135-01,0,670,670,161.0,267,1648857600,2598825600,1,1,110,160,2,9,2,19,11,160000
235,22338,12-132,1,695,695,88.0,243,1293062400,2009923200,0,1,110,160,2,9,2,7,11,160000
236,22339,12-132,1,695,695,88.0,242,1288224000,2002752000,0,1,110,160,2,9,3,7,11,160000
237,22340,12-132,1,695,695,88.0,241,1282694400,2034374400,0,1,110,160,2,9,3,7,11,160000
238,12719,12-132-03,1,695,695,88.0,235,1290556800,2057788800,0,1,110,160,22,2,2,7,11,160000
239,19334,11-286,0,670,670,138.0,270,827193600,1825027200,1,1,110,160,2,9,2,4,6,160000
240,21460,12-132,1,695,695,88.0,240,1106524800,1839542400,13,1,110,160,22,9,2,4,11,160000
